id_igre,ime,konzola,ocena,tezavnost,dolzina,povezava
248082,Animal Crossing: New Horizons,124,4.36,2.00,80.00+,/switch/248082-animal-crossing-new-horizons
961300,Rune Factory 3: A Fantasy Harvest Moon,108,4.36,2.92,53.86,/ds/961300-rune-factory-3-a-fantasy-harvest-moon
582497,NetHack,19,4.36,4.67,80.00+,/pc/582497-nethack
258612,Rune Factory 4 Special,124,4.36,2.93,80.00+,/switch/258612-rune-factory-4-special
198986,The Ultimate DOOM,19,4.36,3.32,20.12,/pc/198986-the-ultimate-doom
999440,Tactics Ogre: Let Us Cling Together,109,4.36,3.41,73.86,/psp/999440-tactics-ogre-let-us-cling-together
919875,StarCraft Battle Chest,19,4.36,3.40,58.73,/pc/919875-starcraft-battle-chest
650003,Katawa Shoujo,19,4.36,2.28,26.62,/pc/650003-katawa-shoujo
198849,Paper Mario,84,4.36,2.92,34.98,/n64/198849-paper-mario
181175,Bloodborne: Complete Edition,120,4.36,4.28,64.74,/ps4/181175-bloodborne-complete-edition
168566,Dark Souls III,120,4.36,4.18,65.63,/ps4/168566-dark-souls-iii
925589,Phoenix Wright: Ace Attorney,108,4.36,3.06,20.68,/ds/925589-phoenix-wright-ace-attorney
700050,Mario Kart 8,118,4.36,3.07,50.43,/wii-u/700050-mario-kart-8
943347,Kingdom Hearts: Birth by Sleep,109,4.36,3.18,48.25,/psp/943347-kingdom-hearts-birth-by-sleep
198308,Pokemon Gold Version,57,4.36,2.85,56.22,/gbc/198308-pokemon-gold-version
562681,The Secret of Monkey Island,19,4.36,3.15,18.68,/pc/562681-the-secret-of-monkey-island
971508,Shin Megami Tensei: Persona 3 Portable,109,4.36,3.23,73.75,/psp/971508-shin-megami-tensei-persona-3-portable
643004,Bravely Default: Flying Fairy,116,4.36,3.23,69.83,/3ds/643004-bravely-default-flying-fairy
179347,Dragon Quest XI: Echoes of an Elusive Age,120,4.36,2.91,80.00+,/ps4/179347-dragon-quest-xi-echoes-of-an-elusive-age
792672,Pokemon Alpha Sapphire,116,4.36,2.63,61.73,/3ds/792672-pokemon-alpha-sapphire
200737,Kingdom Hearts HD I.5 + II.5 Remix,120,4.36,3.30,80.00+,/ps4/200737-kingdom-hearts-hd-i5-plus-ii5-remix
472572,Super Mario World: Super Mario Advance 2,91,4.36,3.07,23.15,/gba/472572-super-mario-world-super-mario-advance-2
446340,Pokemon Silver Version,57,4.36,2.86,57.74,/gbc/446340-pokemon-silver-version
835980,Disgaea 5: Alliance of Vengeance,120,4.36,3.08,80.00+,/ps4/835980-disgaea-5-alliance-of-vengeance
582958,Shin Megami Tensei: Nocturne,94,4.36,4.02,72.81,/ps2/582958-shin-megami-tensei-nocturne
168545,Dark Souls III,121,4.36,4.36,68.25,/xboxone/168545-dark-souls-iii
684758,Mass Effect Trilogy,113,4.35,3.08,80.00+,/ps3/684758-mass-effect-trilogy
722588,Hatsune Miku: Project Diva F 2nd,113,4.35,3.79,57.40,/ps3/722588-hatsune-miku-project-diva-f-2nd
731138,Kidou Senshi Gundam: Extreme VS Full Boost,113,4.35,3.67,62.06,/ps3/731138-kidou-senshi-gundam-extreme-vs-full-boost
921327,Fate/Stay Night,19,4.35,2.51,63.71,/pc/921327-fate-stay-night
608635,Dark Souls,111,4.35,4.30,70.64,/xbox360/608635-dark-souls
562920,Garou: Mark of the Wolves,64,4.35,3.20,18.10,/neo/562920-garou-mark-of-the-wolves
589264,Castlevania: Rondo of Blood,56,4.35,3.77,11.65,/turbocd/589264-castlevania-rondo-of-blood
696960,Pokemon Y,116,4.35,2.52,57.83,/3ds/696960-pokemon-y
198458,Resident Evil 2,78,4.35,3.26,19.10,/ps/198458-resident-evil-2
722106,Danganronpa: Trigger Happy Havoc,117,4.35,2.83,31.36,/vita/722106-danganronpa-trigger-happy-havoc
757436,Digimon Story Cyber Sleuth,117,4.35,2.94,76.97,/vita/757436-digimon-story-cyber-sleuth
188670,FreeSpace 2,19,4.35,3.15,36.71,/pc/188670-freespace-2
960566,Metal Gear Solid: Peace Walker,109,4.35,3.36,53.21,/psp/960566-metal-gear-solid-peace-walker
949926,Rock Band 2,111,4.35,3.12,50.14,/xbox360/949926-rock-band-2
931329,BioShock,111,4.35,3.14,22.53,/xbox360/931329-bioshock
708862,Shovel Knight,118,4.35,3.42,16.25,/wii-u/708862-shovel-knight
683294,Monster Hunter 3 Ultimate,118,4.35,3.82,80.00+,/wii-u/683294-monster-hunter-3-ultimate
932295,God of War II,94,4.35,3.29,21.55,/ps2/932295-god-of-war-ii
606525,Minecraft,27,4.35,2.82,71.44,/mac/606525-minecraft
914983,Grand Theft Auto: San Andreas,94,4.35,3.19,60.25,/ps2/914983-grand-theft-auto-san-andreas
927345,The Elder Scrolls IV: Oblivion,111,4.35,3.04,75.74,/xbox360/927345-the-elder-scrolls-iv-oblivion
718915,Super Mario 3D World,118,4.35,2.99,31.52,/wii-u/718915-super-mario-3d-world
942165,Valkyria Chronicles,113,4.35,3.39,44.50,/ps3/942165-valkyria-chronicles
634490,Grand Theft Auto V,113,4.34,2.94,53.97,/ps3/634490-grand-theft-auto-v
928519,The Legend of Zelda: Twilight Princess,114,4.34,3.01,44.88,/wii/928519-the-legend-of-zelda-twilight-princess
932312,Shin Megami Tensei: Persona 3,94,4.34,3.35,73.31,/ps2/932312-shin-megami-tensei-persona-3
663740,Inazuma Eleven Go: Chrono Stones - Wildfire,116,4.34,3.13,68.95,/3ds/663740-inazuma-eleven-go-chrono-stones-wildfire
944215,Professor Layton and the Unwound Future,108,4.34,3.28,23.83,/ds/944215-professor-layton-and-the-unwound-future
805605,Grand Theft Auto V,121,4.34,2.98,63.64,/xboxone/805605-grand-theft-auto-v
919881,Baldur's Gate II: The Collection,19,4.34,3.66,78.30,/pc/919881-baldurs-gate-ii-the-collection
564903,Maniac Mansion: Day of the Tentacle,19,4.34,3.20,18.17,/pc/564903-maniac-mansion-day-of-the-tentacle
730860,Theatrhythm Final Fantasy: Curtain Call,116,4.34,3.12,64.16,/3ds/730860-theatrhythm-final-fantasy-curtain-call
701151,Xenoblade Chronicles X,118,4.34,3.34,80.00+,/wii-u/701151-xenoblade-chronicles-x
763235,The Legend of Heroes: Trails of Cold Steel II,113,4.34,3.02,80.00+,/ps3/763235-the-legend-of-heroes-trails-of-cold-steel-ii
605854,Dragon Age: Origins - Ultimate Edition,111,4.34,3.22,62.85,/xbox360/605854-dragon-age-origins-ultimate-edition
561049,Silent Hill 2: Director's Cut,94,4.34,3.10,18.94,/ps2/561049-silent-hill-2-directors-cut
946070,Mega Man Star Force 3: Black Ace,108,4.34,3.01,37.94,/ds/946070-mega-man-star-force-3-black-ace
954345,Demon's Souls,113,4.34,4.23,60.65,/ps3/954345-demons-souls
805601,Grand Theft Auto V,120,4.34,2.94,64.17,/ps4/805601-grand-theft-auto-v
730650,Final Fantasy X / X-2 HD Remaster,117,4.34,3.09,78.76,/vita/730650-final-fantasy-x-x-2-hd-remaster
684235,Dragon's Dogma: Dark Arisen,111,4.34,3.55,69.37,/xbox360/684235-dragons-dogma-dark-arisen
668732,The Walking Dead: Episode 5 - No Time Left,111,4.34,2.18,2.81,/xbox360/668732-the-walking-dead-episode-5-no-time-left
588784,Terranigma,63,4.34,3.05,32.99,/snes/588784-terranigma
199362,X-COM: UFO Defense,19,4.34,4.03,54.24,/pc/199362-x-com-ufo-defense
194396,The Witcher 3: Wild Hunt - Complete Edition,120,4.34,3.11,80.00+,/ps4/194396-the-witcher-3-wild-hunt-complete-edition
198621,Shenmue,67,4.34,3.01,37.64,/dreamcast/198621-shenmue
63965,Heroes of Might and Magic III,19,4.34,3.36,68.96,/pc/63965-heroes-of-might-and-magic-iii
564960,Master of Magic,19,4.34,3.26,51.09,/pc/564960-master-of-magic
934395,Monster Hunter Freedom 2,109,4.34,3.85,77.89,/psp/934395-monster-hunter-freedom-2
862492,Pokemon Omega Ruby/Alpha Sapphire Double Pack,116,4.34,2.78,61.96,/3ds/862492-pokemon-omega-ruby-alpha-sapphire-double-pack
615804,The Elder Scrolls V: Skyrim,113,4.34,3.00,80.00+,/ps3/615804-the-elder-scrolls-v-skyrim
632937,Super Smash Bros. for Nintendo 3DS,116,4.34,3.14,63.58,/3ds/632937-super-smash-bros-for-nintendo-3ds
29083,The Curse of Monkey Island,19,4.34,3.15,17.52,/pc/29083-the-curse-of-monkey-island
935550,The Elder Scrolls III: Morrowind - Game of the Year Edition,19,4.33,3.32,80.00+,/pc/935550-the-elder-scrolls-iii-morrowind-game-of-the-year-edition
862610,Yo-kai Watch 2: Psychic Specters,116,4.33,2.96,70.94,/3ds/862610-yo-kai-watch-2-psychic-specters
668737,Hatsune Miku: Project Diva F,113,4.33,3.64,43.24,/ps3/668737-hatsune-miku-project-diva-f
930014,Devil May Cry 3: Special Edition,94,4.33,3.82,29.66,/ps2/930014-devil-may-cry-3-special-edition
241144,Yakuza 0,19,4.33,2.97,68.61,/pc/241144-yakuza-0
63576,Fallout 2,19,4.33,3.43,53.55,/pc/63576-fallout-2
588740,Super Mario World 2: Yoshi's Island,63,4.33,3.11,22.39,/snes/588740-super-mario-world-2-yoshis-island
564589,Star Control II,19,4.33,3.52,40.32,/pc/564589-star-control-ii
588172,Wonder Boy III: The Dragon's Trap,49,4.33,3.30,14.97,/sms/588172-wonder-boy-iii-the-dragons-trap
915084,The Elder Scrolls III: Morrowind - Game of the Year Edition,98,4.33,3.36,80.00+,/xbox/915084-the-elder-scrolls-iii-morrowind-game-of-the-year-edition
740205,Bravely Second: End Layer,116,4.33,3.04,73.35,/3ds/740205-bravely-second-end-layer
955515,Disgaea 2: Dark Hero Days,109,4.33,3.23,66.74,/psp/955515-disgaea-2-dark-hero-days
163462,Monster Hunter Generations,116,4.33,3.64,80.00+,/3ds/163462-monster-hunter-generations
230462,Dark Souls Remastered,120,4.33,3.99,61.13,/ps4/230462-dark-souls-remastered
805618,Super Mario Maker,118,4.33,3.17,68.82,/wii-u/805618-super-mario-maker
675415,Journey Collector's Edition,113,4.33,2.47,9.61,/ps3/675415-journey-collectors-edition
687861,Disgaea D2: A Brighter Darkness,113,4.33,3.10,73.06,/ps3/687861-disgaea-d2-a-brighter-darkness
146555,Monster Hunter Stories,116,4.33,3.03,72.30,/3ds/146555-monster-hunter-stories
562680,Monkey Island 2: LeChuck's Revenge,19,4.33,3.29,19.75,/pc/562680-monkey-island-2-lechucks-revenge
760390,Resident Evil 4: Ultimate HD Edition,19,4.33,3.12,23.39,/pc/760390-resident-evil-4-ultimate-hd-edition
944906,Mass Effect 2,19,4.33,2.93,44.78,/pc/944906-mass-effect-2
436972,Resident Evil 2,67,4.33,3.28,18.76,/dreamcast/436972-resident-evil-2
204985,The Legend of Heroes: Trails of Cold Steel III,120,4.33,2.77,80.00+,/ps4/204985-the-legend-of-heroes-trails-of-cold-steel-iii
701094,Stardew Valley,19,4.33,2.78,77.94,/pc/701094-stardew-valley
196694,Banjo-Kazooie,84,4.33,3.07,31.38,/n64/196694-banjo-kazooie
667257,Dark Souls: Prepare to Die Edition,19,4.33,4.14,65.92,/pc/667257-dark-souls-prepare-to-die-edition
919870,Warcraft III: Battlechest,19,4.33,3.25,59.79,/pc/919870-warcraft-iii-battlechest
939212,Call of Duty 4: Modern Warfare,111,4.33,3.12,27.34,/xbox360/939212-call-of-duty-4-modern-warfare
198996,Thief Gold,19,4.33,3.63,31.23,/pc/198996-thief-gold
221708,Final Fantasy IX,120,4.33,2.99,71.58,/ps4/221708-final-fantasy-ix
721770,The Denpa Men 3: The Rise of Digitoll,116,4.33,3.42,65.76,/3ds/721770-the-denpa-men-3-the-rise-of-digitoll
468480,Fire Emblem,91,4.33,3.61,39.47,/gba/468480-fire-emblem
952338,Batman: Arkham Asylum,113,4.33,3.10,24.02,/ps3/952338-batman-arkham-asylum
929920,Dai-2-Ji Super Robot Taisen OG,113,4.33,3.06,67.12,/ps3/929920-dai-2-ji-super-robot-taisen-og
197462,GoldenEye 007,84,4.32,3.38,36.70,/n64/197462-goldeneye-007
929343,Tales of the Abyss,94,4.32,3.04,68.75,/ps2/929343-tales-of-the-abyss
625524,Resident Evil 4 HD,113,4.32,3.26,25.76,/ps3/625524-resident-evil-4-hd
684236,Dragon's Dogma: Dark Arisen,113,4.32,3.33,70.99,/ps3/684236-dragons-dogma-dark-arisen
931349,Ever17: Out of Infinity,19,4.32,2.42,40.75,/pc/931349-ever17-out-of-infinity
762280,Sid Meier's Civilization V: The Complete Edition,19,4.32,3.19,80.00+,/pc/762280-sid-meiers-civilization-v-the-complete-edition
587965,Lunar: The Silver Star,65,4.32,2.95,43.71,/segacd/587965-lunar-the-silver-star
925403,Mega Man Anniversary Collection,98,4.32,3.42,37.86,/xbox/925403-mega-man-anniversary-collection
943655,Monster Hunter Tri,114,4.32,3.74,79.15,/wii/943655-monster-hunter-tri
197873,Master of Orion II: Battle at Antares,19,4.32,3.26,51.88,/pc/197873-master-of-orion-ii-battle-at-antares
786516,Yo-kai Watch 2: Fleshy Souls,116,4.32,3.11,61.84,/3ds/786516-yo-kai-watch-2-fleshy-souls
805606,Grand Theft Auto V,19,4.32,2.78,61.94,/pc/805606-grand-theft-auto-v
946526,Dwarf Fortress,19,4.32,4.62,80.00+,/pc/946526-dwarf-fortress
934386,Portal,19,4.32,2.98,8.90,/pc/934386-portal
712342,Hatsune Miku: Project Mirai DX,116,4.32,3.10,55.06,/3ds/712342-hatsune-miku-project-mirai-dx
185530,Danganronpa 2: Goodbye Despair,19,4.32,2.94,43.57,/pc/185530-danganronpa-2-goodbye-despair
168567,Dark Souls III,19,4.32,4.03,57.30,/pc/168567-dark-souls-iii
240426,Dust n Wheels,19,4.32,3.28,25.25,/pc/240426-dust-n-wheels
198275,Perfect Dark,84,4.32,3.64,40.37,/n64/198275-perfect-dark
930279,Mass Effect,111,4.32,3.08,47.13,/xbox360/930279-mass-effect
605314,Steins;Gate,19,4.32,2.49,47.73,/pc/605314-steinsgate
734974,Final Fantasy VI,112,4.32,3.00,54.73,/iphone/734974-final-fantasy-vi
178902,Odin Sphere Leifthrasir,117,4.32,2.93,43.96,/vita/178902-odin-sphere-leifthrasir
199175,Valkyrie Profile,78,4.32,3.36,52.51,/ps/199175-valkyrie-profile
952636,Mega Man Star Force 3: Red Joker,108,4.32,3.08,39.12,/ds/952636-mega-man-star-force-3-red-joker
663930,Ratchet & Clank Collection,113,4.32,2.97,53.61,/ps3/663930-ratchet-and-clank-collection
143119,Might and Magic VII: For Blood and Honor,19,4.32,3.15,60.75,/pc/143119-might-and-magic-vii-for-blood-and-honor
586468,Sonic & Knuckles,54,4.32,3.14,13.49,/genesis/586468-sonic-and-knuckles
997853,Patapon 3,109,4.31,3.35,59.73,/psp/997853-patapon-3
680197,BlazBlue: Chrono Phantasma,113,4.31,3.23,43.11,/ps3/680197-blazblue-chrono-phantasma
588648,Seiken Densetsu 3,63,4.31,3.13,41.49,/snes/588648-seiken-densetsu-3
562719,Dragon Warrior Monsters 2: Tara's Adventure,57,4.31,3.20,55.14,/gbc/562719-dragon-warrior-monsters-2-taras-adventure
955859,Pokemon Mystery Dungeon: Explorers of Sky,108,4.31,3.16,53.90,/ds/955859-pokemon-mystery-dungeon-explorers-of-sky
739573,Uncharted 4: A Thief's End,120,4.31,3.01,21.79,/ps4/739573-uncharted-4-a-thiefs-end
199007,Star Wars TIE Fighter: Collector's CD-ROM,19,4.31,3.75,46.91,/pc/199007-star-wars-tie-fighter-collectors-cd-rom
634491,Grand Theft Auto V,111,4.31,2.89,55.65,/xbox360/634491-grand-theft-auto-v
525414,Dragon Warrior Monsters 2: Cobi's Journey,57,4.31,3.09,57.98,/gbc/525414-dragon-warrior-monsters-2-cobis-journey
618824,Inazuma Eleven Go: Light,116,4.31,2.99,49.25,/3ds/618824-inazuma-eleven-go-light
937312,Final Fantasy Tactics: The War of the Lions,109,4.31,3.43,62.74,/psp/937312-final-fantasy-tactics-the-war-of-the-lions
943928,God of War III,113,4.31,3.22,19.00,/ps3/943928-god-of-war-iii
805617,Splatoon,118,4.31,3.01,58.22,/wii-u/805617-splatoon
942423,Dragon Quest V: Hand of the Heavenly Bride,108,4.31,3.10,48.41,/ds/942423-dragon-quest-v-hand-of-the-heavenly-bride
563343,Sonic the Hedgehog 2,54,4.31,3.16,12.97,/genesis/563343-sonic-the-hedgehog-2
236362,Mega Man X Legacy Collection 1 + 2,124,4.31,3.61,58.00,/switch/236362-mega-man-x-legacy-collection-1-plus-2
625210,Shin Megami Tensei: Devil Survivor 2,108,4.31,3.66,46.30,/ds/625210-shin-megami-tensei-devil-survivor-2
937281,Dragon Quest IX: Sentinels of the Starry Skies,108,4.31,3.15,67.38,/ds/937281-dragon-quest-ix-sentinels-of-the-starry-skies
921463,Clannad,19,4.31,2.43,60.79,/pc/921463-clannad
196695,Banjo-Tooie,84,4.31,3.18,37.14,/n64/196695-banjo-tooie
668736,Hatsune Miku: Project Diva f,117,4.31,3.60,45.94,/vita/668736-hatsune-miku-project-diva-f
194672,NieR: Automata,19,4.31,3.08,50.44,/pc/194672-nier-automata
668965,The Walking Dead: Episode 5 - No Time Left,19,4.31,2.35,3.63,/pc/668965-the-walking-dead-episode-5-no-time-left
520848,Ultima VII: The Black Gate,19,4.31,3.35,68.19,/pc/520848-ultima-vii-the-black-gate
939643,Starcraft II: Wings of Liberty,19,4.31,3.39,39.17,/pc/939643-starcraft-ii-wings-of-liberty
925634,Grand Theft Auto: San Andreas,98,4.31,3.23,52.12,/xbox/925634-grand-theft-auto-san-andreas
924362,Grand Theft Auto: San Andreas,19,4.31,3.15,58.56,/pc/924362-grand-theft-auto-san-andreas
959038,Ratchet & Clank Future: A Crack in Time,113,4.31,2.85,25.53,/ps3/959038-ratchet-and-clank-future-a-crack-in-time
638784,Borderlands 2,111,4.31,3.26,54.81,/xbox360/638784-borderlands-2
668729,The Walking Dead: Episode 2 - Starved for Help,111,4.30,2.37,3.38,/xbox360/668729-the-walking-dead-episode-2-starved-for-help
586472,Sonic the Hedgehog 3,54,4.30,3.10,14.01,/genesis/586472-sonic-the-hedgehog-3
683991,Gundam Breaker,113,4.30,3.33,57.09,/ps3/683991-gundam-breaker
936089,Sengoku Rance,19,4.30,3.82,59.11,/pc/936089-sengoku-rance
191475,The Elder Scrolls V: Skyrim Special Edition,120,4.30,2.92,80.00+,/ps4/191475-the-elder-scrolls-v-skyrim-special-edition
937451,The Legend of Heroes: Trails in the Sky SC,109,4.30,3.11,71.92,/psp/937451-the-legend-of-heroes-trails-in-the-sky-sc
728009,XCOM: Enemy Within,113,4.30,3.83,46.00,/ps3/728009-xcom-enemy-within
951986,Final Fantasy Type-0,109,4.30,3.42,58.31,/psp/951986-final-fantasy-type-0
836701,Ys VIII: Lacrimosa of DANA,117,4.30,3.12,66.48,/vita/836701-ys-viii-lacrimosa-of-dana
703416,Rayman Legends,113,4.30,3.13,26.77,/ps3/703416-rayman-legends
615805,The Elder Scrolls V: Skyrim,19,4.30,2.88,80.00+,/pc/615805-the-elder-scrolls-v-skyrim
694913,The Legend of Heroes: Trails of Cold Steel,113,4.30,2.95,80.00+,/ps3/694913-the-legend-of-heroes-trails-of-cold-steel
437678,Team Fortress 2,19,4.30,3.21,76.67,/pc/437678-team-fortress-2
583527,Dragon Quest VIII: Journey of the Cursed King,94,4.30,3.30,76.15,/ps2/583527-dragon-quest-viii-journey-of-the-cursed-king
563341,Shining Force II,54,4.30,3.15,40.44,/genesis/563341-shining-force-ii
921905,Pokemon Emerald Version,91,4.30,2.89,56.14,/gba/921905-pokemon-emerald-version
931330,BioShock,113,4.30,3.24,22.57,/ps3/931330-bioshock
679459,God of War Saga,113,4.30,3.22,44.08,/ps3/679459-god-of-war-saga
191945,Unreal Tournament (1999),19,4.30,3.25,45.81,/pc/191945-unreal-tournament-1999
191490,Forza Horizon 3,121,4.30,2.93,72.65,/xboxone/191490-forza-horizon-3
588425,Kirby Super Star,63,4.30,2.74,17.94,/snes/588425-kirby-super-star
589374,Pikmin 2,99,4.30,3.27,34.46,/gamecube/589374-pikmin-2
152644,MARVEL Future Fight,112,4.30,3.12,75.00,/iphone/152644-marvel-future-fight
516587,Kingdom Hearts,94,4.30,3.11,49.80,/ps2/516587-kingdom-hearts
946308,Pokemon Platinum Version,108,4.30,2.88,54.82,/ds/946308-pokemon-platinum-version
794726,Diablo III: Ultimate Evil Edition,111,4.30,3.04,74.25,/xbox360/794726-diablo-iii-ultimate-evil-edition
604654,Dangan-Ronpa,109,4.30,2.89,26.17,/psp/604654-dangan-ronpa
997653,Forza Motorsport 4,111,4.30,3.02,63.96,/xbox360/997653-forza-motorsport-4
954756,Banjo-Tooie,111,4.30,3.14,26.34,/xbox360/954756-banjo-tooie
191202,Final Fantasy XII: The Zodiac Age,120,4.30,2.98,80.00+,/ps4/191202-final-fantasy-xii-the-zodiac-age
191635,Marvel's Spider-Man,120,4.30,2.92,37.31,/ps4/191635-marvels-spider-man
197149,Dragon Force,76,4.30,3.14,48.24,/saturn/197149-dragon-force
925600,Super Robot Taisen W,108,4.30,2.90,52.50,/ds/925600-super-robot-taisen-w
563334,Phantasy Star IV,54,4.30,3.09,36.33,/genesis/563334-phantasy-star-iv
917159,Tsukihime,19,4.30,2.42,41.97,/pc/917159-tsukihime
920668,Dragon Age: Origins,19,4.30,3.27,63.93,/pc/920668-dragon-age-origins
636017,Sengoku Basara 3 Utage,113,4.30,3.01,70.74,/ps3/636017-sengoku-basara-3-utage
178900,Odin Sphere Leifthrasir,120,4.30,2.97,51.68,/ps4/178900-odin-sphere-leifthrasir
605802,Dissidia 012: Duodecim Final Fantasy,109,4.30,3.34,63.18,/psp/605802-dissidia-012-duodecim-final-fantasy
913699,Street Fighter III: 3rd Strike,67,4.30,3.42,26.49,/dreamcast/913699-street-fighter-iii-3rd-strike
562865,Final Fantasy VI,78,4.30,3.12,56.04,/ps/562865-final-fantasy-vi
971618,Umineko When They Cry: Question Arc,19,4.30,1.95,59.81,/pc/971618-umineko-when-they-cry-question-arc
96102,Sid Meier's Alpha Centauri,19,4.30,3.27,54.66,/pc/96102-sid-meiers-alpha-centauri
211368,Monster Hunter: World,120,4.30,3.33,80.00+,/ps4/211368-monster-hunter-world
717862,Tales of Symphonia Chronicles,113,4.30,3.09,78.04,/ps3/717862-tales-of-symphonia-chronicles
741771,Teeworlds,19,4.30,2.96,79.11,/pc/741771-teeworlds
185706,System Shock 2,19,4.30,3.73,23.81,/pc/185706-system-shock-2
187182,Resident Evil 4,120,4.30,3.08,24.87,/ps4/187182-resident-evil-4
562459,Ace Combat 5: The Unsung War,94,4.30,3.16,31.74,/ps2/562459-ace-combat-5-the-unsung-war
920189,Fire Emblem: Path of Radiance,99,4.30,3.32,44.10,/gamecube/920189-fire-emblem-path-of-radiance
134274,Azure Striker Gunvolt 2,116,4.30,3.57,19.28,/3ds/134274-azure-striker-gunvolt-2
694912,The Legend of Heroes: Trails of Cold Steel,117,4.30,2.97,80.00+,/vita/694912-the-legend-of-heroes-trails-of-cold-steel
914659,Ratchet & Clank: Going Commando,94,4.30,3.04,30.60,/ps2/914659-ratchet-and-clank-going-commando
926371,Mega Man X Collection,94,4.30,3.43,38.25,/ps2/926371-mega-man-x-collection
671756,Rayman Legends,118,4.30,3.15,27.88,/wii-u/671756-rayman-legends
197667,Jagged Alliance 2,19,4.29,3.77,59.89,/pc/197667-jagged-alliance-2
734977,Story of Seasons,116,4.29,2.97,77.54,/3ds/734977-story-of-seasons
914982,Metroid: Zero Mission,91,4.29,3.09,12.70,/gba/914982-metroid-zero-mission
274532,Red Dead Redemption 2,19,4.29,2.72,79.00,/pc/274532-red-dead-redemption-2
693331,Dark Souls II,113,4.29,3.98,72.98,/ps3/693331-dark-souls-ii
194357,Batman: Arkham City - Game of the Year Edition,19,4.29,2.96,36.13,/pc/194357-batman-arkham-city-game-of-the-year-edition
524287,DOOM (1993),19,4.29,3.32,24.56,/pc/524287-doom-1993
588451,Lufia II: Rise of the Sinistrals,63,4.29,3.03,47.42,/snes/588451-lufia-ii-rise-of-the-sinistrals
933329,The Legend of Heroes: Trails in the Sky,109,4.29,3.03,55.95,/psp/933329-the-legend-of-heroes-trails-in-the-sky
605786,Borderlands: Game of the Year Edition,111,4.29,3.25,53.06,/xbox360/605786-borderlands-game-of-the-year-edition
516243,Phantasy Star Online Episode I & II,99,4.29,3.35,80.00+,/gamecube/516243-phantasy-star-online-episode-i-and-ii
720582,Warriors Orochi 3 Ultimate,113,4.29,3.17,71.11,/ps3/720582-warriors-orochi-3-ultimate
149175,3D Sonic the Hedgehog 2,116,4.29,3.18,10.81,/3ds/149175-3d-sonic-the-hedgehog-2
832900,Gundam Breaker 2,113,4.29,3.12,58.47,/ps3/832900-gundam-breaker-2
589393,Super Mario Advance 4: Super Mario Bros. 3,91,4.29,3.19,17.30,/gba/589393-super-mario-advance-4-super-mario-bros-3
563344,Streets of Rage II,54,4.29,3.17,10.74,/genesis/563344-streets-of-rage-ii
610758,Game Dev Story,112,4.29,2.69,26.78,/iphone/610758-game-dev-story
632824,Shadow of the Colossus,113,4.29,3.36,23.22,/ps3/632824-shadow-of-the-colossus
975136,Kidou Senshi Gundam: Gundam vs. Gundam NEXT PLUS,109,4.29,3.27,48.69,/psp/975136-kidou-senshi-gundam-gundam-vs-gundam-next-plus
763234,The Legend of Heroes: Trails of Cold Steel II,117,4.29,2.95,80.00+,/vita/763234-the-legend-of-heroes-trails-of-cold-steel-ii
229725,The Legend of Heroes: Trails of Cold Steel,120,4.29,2.96,80.00+,/ps4/229725-the-legend-of-heroes-trails-of-cold-steel
182783,Grand Theft Auto: San Andreas,113,4.29,3.10,47.08,/ps3/182783-grand-theft-auto-san-andreas
941876,The Elder Scrolls IV: Oblivion - Game of the Year Edition,19,4.29,2.98,78.22,/pc/941876-the-elder-scrolls-iv-oblivion-game-of-the-year-edition
256222,Warcraft III: Reign of Chaos,19,4.29,3.28,47.15,/pc/256222-warcraft-iii-reign-of-chaos
943279,Rez HD,111,4.29,3.17,15.86,/xbox360/943279-rez-hd
164593,Fallout 4,121,4.29,3.05,79.51,/xboxone/164593-fallout-4
638785,Borderlands 2,113,4.29,3.26,54.62,/ps3/638785-borderlands-2
228820,Bayonetta + Bayonetta 2,124,4.29,3.66,44.41,/switch/228820-bayonetta-plus-bayonetta-2
691380,The Walking Dead: A Telltale Games Series,113,4.29,2.16,15.59,/ps3/691380-the-walking-dead-a-telltale-games-series
179341,Hollow Knight,19,4.29,3.89,45.40,/pc/179341-hollow-knight
663934,Baldur's Gate II: Enhanced Edition,19,4.29,3.58,79.38,/pc/663934-baldurs-gate-ii-enhanced-edition
949625,Kirby Super Star Ultra,108,4.29,2.87,23.65,/ds/949625-kirby-super-star-ultra
987436,Mega Man Zero Collection,108,4.29,3.84,34.64,/ds/987436-mega-man-zero-collection
210509,Monster Hunter Generations Ultimate,124,4.29,3.90,80.00+,/switch/210509-monster-hunter-generations-ultimate
208426,The Legend of Heroes: Trails of Cold Steel,19,4.29,2.96,80.00+,/pc/208426-the-legend-of-heroes-trails-of-cold-steel
606524,Minecraft,19,4.29,2.82,75.69,/pc/606524-minecraft
921914,Tom Clancy's Splinter Cell: Chaos Theory,98,4.29,3.39,24.39,/xbox/921914-tom-clancys-splinter-cell-chaos-theory
198456,Resident Evil 2 (1998),19,4.29,3.20,23.11,/pc/198456-resident-evil-2-1998
907714,Pokemon Blue Version,59,4.28,2.84,52.67,/gameboy/907714-pokemon-blue-version
979371,Last Window: The Secret of Cape West,108,4.28,2.95,20.40,/ds/979371-last-window-the-secret-of-cape-west
519956,Samurai Shodown II,64,4.28,3.41,28.22,/neo/519956-samurai-shodown-ii
639534,Disgaea 3: Absence of Detention,117,4.28,3.28,74.06,/vita/639534-disgaea-3-absence-of-detention
