id_igre,ime,konzola,konzola_kratica,ocena,tezavnost,dolzina,povezava 
885102,Just Cause 3,ps4,PS4,3.54,2.94,41.97,/ps4/885102-just-cause-3
935316,Assassin's Creed: Director's Cut Edition,pc,PC,3.54,2.85,23.00,/pc/935316-assassins-creed-directors-cut-edition
561130,Madden NFL 2003,ps2,PS2,3.54,2.75,47.93,/ps2/561130-madden-nfl-2003
366924,Twisted Metal,ps,PS,3.54,3.18,16.68,/ps/366924-twisted-metal
586114,Columns,genesis,GEN,3.54,3.02,16.94,/genesis/586114-columns
197310,FIFA 99,ps,PS,3.54,2.73,40.41,/ps/197310-fifa-99
942014,Golden Axe,xbox360,X360,3.54,3.02,3.48,/xbox360/942014-golden-axe
943427,Samba de Amigo,wii,WII,3.54,3.12,12.62,/wii/943427-samba-de-amigo
935598,Mario Party 8,wii,WII,3.54,2.61,25.01,/wii/935598-mario-party-8
714791,The Forest,pc,PC,3.54,3.73,45.01,/pc/714791-the-forest
914163,007: The World is Not Enough,n64,N64,3.54,3.27,21.17,/n64/914163-007-the-world-is-not-enough
924953,Sega Classics Collection,ps2,PS2,3.54,3.04,28.54,/ps2/924953-sega-classics-collection
293598,Crash Bandicoot 4: It's About Time,ps4,PS4,3.54,4.43,42.43,/ps4/293598-crash-bandicoot-4-its-about-time
712924,Cry of Fear,pc,PC,3.54,3.75,14.62,/pc/712924-cry-of-fear
921280,Stella Deus: The Gate of Eternity,ps2,PS2,3.54,3.10,51.16,/ps2/921280-stella-deus-the-gate-of-eternity
934459,Alien Hominid HD,xbox360,X360,3.54,3.93,9.42,/xbox360/934459-alien-hominid-hd
253554,The Outer Worlds,pc,PC,3.54,2.49,31.61,/pc/253554-the-outer-worlds
958082,Mario & Sonic at the Olympic Winter Games,ds,DS,3.54,2.81,28.57,/ds/958082-mario-and-sonic-at-the-olympic-winter-games
605606,A World of Keflings,xbox360,X360,3.54,2.02,16.24,/xbox360/605606-a-world-of-keflings
997931,Silent Hill: Downpour,xbox360,X360,3.54,3.17,16.98,/xbox360/997931-silent-hill-downpour
586116,Cool Spot,genesis,GEN,3.54,3.05,7.05,/genesis/586116-cool-spot
585689,Donkey Kong Land,gameboy,GB,3.54,3.37,10.70,/gameboy/585689-donkey-kong-land
468433,NBA Street,ps2,PS2,3.54,2.82,26.41,/ps2/468433-nba-street
995480,James Bond 007: Blood Stone,ps3,PS3,3.54,2.85,13.43,/ps3/995480-james-bond-007-blood-stone
587380,Kid Icarus,nes,NES,3.54,3.94,11.64,/nes/587380-kid-icarus
997756,Just Dance 2,wii,WII,3.54,2.69,18.25,/wii/997756-just-dance-2
924939,Samurai Western,ps2,PS2,3.54,3.10,20.33,/ps2/924939-samurai-western
928393,MotorStorm,ps3,PS3,3.53,3.30,22.73,/ps3/928393-motorstorm
586135,DecapAttack,genesis,GEN,3.53,3.18,7.67,/genesis/586135-decapattack
926927,Tom Clancy's Splinter Cell: Double Agent,pc,PC,3.53,3.05,13.97,/pc/926927-tom-clancys-splinter-cell-double-agent
935640,PaRappa the Rapper,psp,PSP,3.53,3.28,7.37,/psp/935640-parappa-the-rapper
942960,Viking: Battle for Asgard,xbox360,X360,3.53,2.98,19.25,/xbox360/942960-viking-battle-for-asgard
920750,ATV Offroad Fury 3,ps2,PS2,3.53,3.04,32.29,/ps2/920750-atv-offroad-fury-3
960442,LEGO Indiana Jones 2: The Adventure Continues,ds,DS,3.53,2.56,28.58,/ds/960442-lego-indiana-jones-2-the-adventure-continues
632801,Streets of Rage 2,ps3,PS3,3.53,3.09,3.95,/ps3/632801-streets-of-rage-2
926202,"SpongeBob SquarePants: Lights, Camera, Pants!",ps2,PS2,3.53,2.64,15.60,/ps2/926202-spongebob-squarepants-lights-camera-pants
778873,Killer Is Dead: Nightmare Edition,pc,PC,3.53,3.04,14.09,/pc/778873-killer-is-dead-nightmare-edition
932145,F.E.A.R. 2: Project Origin,pc,PC,3.53,2.93,11.35,/pc/932145-fear-2-project-origin
606369,Zenonia,ds,DS,3.53,3.33,30.69,/ds/606369-zenonia
197275,F-1 World Grand Prix,n64,N64,3.53,3.49,35.15,/n64/197275-f-1-world-grand-prix
468841,Zero Wing,genesis,GEN,3.53,3.86,8.07,/genesis/468841-zero-wing
622840,Skylanders: Spyro's Adventure,wii,WII,3.53,2.68,34.45,/wii/622840-skylanders-spyros-adventure
933221,RapeLay,pc,PC,3.53,1.93,22.35,/pc/933221-rapelay
563457,Snake Rattle n Roll,nes,NES,3.53,3.88,11.12,/nes/563457-snake-rattle-n-roll
587469,Monster Party,nes,NES,3.53,3.50,3.59,/nes/587469-monster-party
620604,Angry Birds Rio,android,AND,3.53,3.49,31.20,/android/620604-angry-birds-rio
934869,Dragon Ball Z: Harukanaru Densetsu,ds,DS,3.53,3.24,29.97,/ds/934869-dragon-ball-z-harukanaru-densetsu
625928,Spider-Man: Edge of Time,xbox360,X360,3.53,2.98,14.64,/xbox360/625928-spider-man-edge-of-time
948962,Need for Speed Undercover,ps2,PS2,3.53,2.90,24.37,/ps2/948962-need-for-speed-undercover
588123,Psycho Fox,sms,SMS,3.53,3.78,7.41,/sms/588123-psycho-fox
671774,The Cave,ps3,PS3,3.53,2.88,8.31,/ps3/671774-the-cave
154848,FIFA 16,ps4,PS4,3.53,2.87,62.27,/ps4/154848-fifa-16
720090,Dragon Ball Z: Battle of Z,xbox360,X360,3.53,3.51,33.65,/xbox360/720090-dragon-ball-z-battle-of-z
662288,Assassin's Creed III,pc,PC,3.53,2.79,34.38,/pc/662288-assassins-creed-iii
893658,Etrian Mystery Dungeon,3ds,3DS,3.53,3.40,51.81,/3ds/893658-etrian-mystery-dungeon
928447,Final Fantasy Crystal Chronicles: The Crystal Bearers,wii,WII,3.53,2.76,22.46,/wii/928447-final-fantasy-crystal-chronicles-the-crystal-bearers
915929,Tetris Plus,ps,PS,3.53,3.00,21.78,/ps/915929-tetris-plus
928837,Nintendogs: Lab & Friends,ds,DS,3.53,1.77,38.72,/ds/928837-nintendogs-lab-and-friends
919558,Neo Contra,ps2,PS2,3.53,3.67,10.54,/ps2/919558-neo-contra
933472,Nintendogs: Dalmatian & Friends,ds,DS,3.53,1.83,44.04,/ds/933472-nintendogs-dalmatian-and-friends
561097,ATV Offroad Fury 2,ps2,PS2,3.53,2.90,26.20,/ps2/561097-atv-offroad-fury-2
446010,Extreme-G 2,n64,N64,3.53,3.81,31.00,/n64/446010-extreme-g-2
561010,Yu-Gi-Oh! Forbidden Memories,ps,PS,3.53,3.96,45.41,/ps/561010-yu-gi-oh-forbidden-memories
563218,Super Star Wars,snes,SNES,3.53,3.99,9.93,/snes/563218-super-star-wars
718814,Tom Clancy's The Division,ps4,PS4,3.53,3.06,54.72,/ps4/718814-tom-clancys-the-division
925060,Medal of Honor: European Assault,gamecube,GC,3.53,2.98,18.70,/gamecube/925060-medal-of-honor-european-assault
561704,Medal of Honor Frontline,xbox,XBOX,3.53,3.10,16.94,/xbox/561704-medal-of-honor-frontline
636611,Breath of Death VII: The Beginning,pc,PC,3.53,2.85,7.36,/pc/636611-breath-of-death-vii-the-beginning
946573,Rayman Raving Rabbids: TV Party,wii,WII,3.53,2.70,21.59,/wii/946573-rayman-raving-rabbids-tv-party
468044,Quake III Revolution,ps2,PS2,3.53,3.00,19.26,/ps2/468044-quake-iii-revolution
574357,Shining Wisdom,saturn,SAT,3.53,3.24,28.14,/saturn/574357-shining-wisdom
938068,Godzilla: Unleashed,wii,WII,3.53,2.78,23.86,/wii/938068-godzilla-unleashed
960509,Crackdown 2,xbox360,X360,3.53,2.79,22.05,/xbox360/960509-crackdown-2
588426,Kirby's Avalanche,snes,SNES,3.53,3.27,10.67,/snes/588426-kirbys-avalanche
672440,Castlevania: Lords of Shadow - Mirror of Fate,3ds,3DS,3.53,2.92,15.29,/3ds/672440-castlevania-lords-of-shadow-mirror-of-fate
928096,Dragon Ball Z: Budokai Tenkaichi,ps2,PS2,3.53,2.95,28.63,/ps2/928096-dragon-ball-z-budokai-tenkaichi
934752,Blazing Angels: Squadrons of WWII,wii,WII,3.53,3.59,28.60,/wii/934752-blazing-angels-squadrons-of-wwii
669065,Sonic & All-Stars Racing Transformed,3ds,3DS,3.53,3.28,33.63,/3ds/669065-sonic-and-all-stars-racing-transformed
585963,Tiny Toon Adventures: Babs' Big Break,gameboy,GB,3.53,2.81,4.48,/gameboy/585963-tiny-toon-adventures-babs-big-break
575071,Pepsiman,ps,PS,3.53,3.27,12.82,/ps/575071-pepsiman
944239,Major League Baseball 2K8,xbox360,X360,3.53,2.85,21.50,/xbox360/944239-major-league-baseball-2k8
921925,Classic NES Series: Zelda II: The Adventure of Link,gba,GBA,3.53,4.06,19.98,/gba/921925-classic-nes-series-zelda-ii-the-adventure-of-link
928104,Stranglehold,xbox360,X360,3.53,3.00,10.22,/xbox360/928104-stranglehold
586054,Battletoads / Double Dragon,genesis,GEN,3.53,3.87,13.60,/genesis/586054-battletoads-double-dragon
999022,Alien Swarm,pc,PC,3.53,3.33,14.97,/pc/999022-alien-swarm
920489,Empire Earth II,pc,PC,3.53,3.08,36.97,/pc/920489-empire-earth-ii
563353,Valis,genesis,GEN,3.53,3.05,6.67,/genesis/563353-valis
630992,Sonic Generations,3ds,3DS,3.53,2.86,14.74,/3ds/630992-sonic-generations
623056,Serious Sam 3: BFE,pc,PC,3.53,3.54,15.49,/pc/623056-serious-sam-3-bfe
587758,Wario's Woods,nes,NES,3.53,3.21,12.11,/nes/587758-warios-woods
624508,Dungeon Hunter: Alliance,ps3,PS3,3.53,3.09,21.61,/ps3/624508-dungeon-hunter-alliance
914614,Billy Hatcher and the Giant Egg,gamecube,GC,3.53,3.18,23.63,/gamecube/914614-billy-hatcher-and-the-giant-egg
562691,Commander Keen Episode I: Marooned on Mars,pc,PC,3.53,3.03,7.58,/pc/562691-commander-keen-episode-i-marooned-on-mars
981370,Star Wars: The Force Unleashed II,xbox360,X360,3.53,2.76,12.68,/xbox360/981370-star-wars-the-force-unleashed-ii
945570,Sonic Unleashed,ps3,PS3,3.52,3.29,27.45,/ps3/945570-sonic-unleashed
985985,2010 FIFA World Cup South Africa,xbox360,X360,3.52,2.81,23.29,/xbox360/985985-2010-fifa-world-cup-south-africa
919603,Dragon Ball Z: Supersonic Warriors,gba,GBA,3.52,2.91,18.91,/gba/919603-dragon-ball-z-supersonic-warriors
957927,Crystal Defenders,ps3,PS3,3.52,3.69,14.43,/ps3/957927-crystal-defenders
920312,Brothers in Arms: Road to Hill 30,ps2,PS2,3.52,3.67,22.32,/ps2/920312-brothers-in-arms-road-to-hill-30
210878,FIFA 18,ps4,PS4,3.52,3.19,62.50,/ps4/210878-fifa-18
934172,Naruto: Uzumaki Chronicles 2,ps2,PS2,3.52,2.99,30.78,/ps2/934172-naruto-uzumaki-chronicles-2
913685,Driver 2,ps,PS,3.52,3.46,24.55,/ps/913685-driver-2
39787,SiN,pc,PC,3.52,3.21,18.31,/pc/39787-sin
942900,Wet,xbox360,X360,3.52,3.06,14.53,/xbox360/942900-wet
589119,Splatterhouse,tg16,TG16,3.52,3.61,5.60,/tg16/589119-splatterhouse
615818,Prototype 2,pc,PC,3.52,2.83,20.60,/pc/615818-prototype-2
995750,Call of Duty: Modern Warfare 3,ps3,PS3,3.52,2.90,27.10,/ps3/995750-call-of-duty-modern-warfare-3
199298,Wild 9,ps,PS,3.52,3.31,16.59,/ps/199298-wild-9
533285,Bomberman Generation,gamecube,GC,3.52,2.90,22.21,/gamecube/533285-bomberman-generation
675409,Resident Evil: The Darkside Chronicles,ps3,PS3,3.52,3.37,17.91,/ps3/675409-resident-evil-the-darkside-chronicles
250583,Evolution 2,dreamcast,DC,3.52,3.02,38.58,/dreamcast/250583-evolution-2
583601,Mortal Kombat 3,arcade,ARC,3.52,3.74,23.77,/arcade/583601-mortal-kombat-3
827431,Five Nights at Freddy's,pc,PC,3.52,3.82,14.16,/pc/827431-five-nights-at-freddys
257912,Hitman: Codename 47,pc,PC,3.52,3.87,21.24,/pc/257912-hitman-codename-47
577921,The Goonies,nes,NES,3.52,3.27,3.69,/nes/577921-the-goonies
204231,Super Bomberman R,switch,NS,3.52,3.36,21.40,/switch/204231-super-bomberman-r
997307,Art Academy,ds,DS,3.52,2.52,23.14,/ds/997307-art-academy
515938,Wave Race: Blue Storm,gamecube,GC,3.52,3.37,17.98,/gamecube/515938-wave-race-blue-storm
589715,Medal of Honor: Rising Sun,ps2,PS2,3.52,3.02,18.51,/ps2/589715-medal-of-honor-rising-sun
932770,Mario vs. Donkey Kong 2: March of the Minis,ds,DS,3.52,2.90,21.18,/ds/932770-mario-vs-donkey-kong-2-march-of-the-minis
584875,Mario Bros.,atari2600,2600,3.52,2.83,19.31,/atari2600/584875-mario-bros
157369,ARK: Survival Evolved,pc,PC,3.52,3.86,78.07,/pc/157369-ark-survival-evolved
717247,One Piece: Romance Dawn,3ds,3DS,3.52,3.02,45.96,/3ds/717247-one-piece-romance-dawn
183792,Vampyr,ps4,PS4,3.52,3.18,34.70,/ps4/183792-vampyr
630215,SoulCalibur V,xbox360,X360,3.52,3.30,23.74,/xbox360/630215-soulcalibur-v
574878,LSD,ps,PS,3.52,1.62,26.63,/ps/574878-lsd
946788,Tenchu: Shadow Assassins,wii,WII,3.52,3.40,20.50,/wii/946788-tenchu-shadow-assassins
938663,FIFA Soccer 08,ps3,PS3,3.52,2.87,40.19,/ps3/938663-fifa-soccer-08
561338,Ty the Tasmanian Tiger,ps2,PS2,3.52,2.64,29.72,/ps2/561338-ty-the-tasmanian-tiger
191369,Watch Dogs 2,pc,PC,3.52,2.88,35.35,/pc/191369-watch-dogs-2
561231,Wario World,gamecube,GC,3.52,2.72,13.86,/gamecube/561231-wario-world
586291,The Lion King,genesis,GEN,3.52,3.74,13.47,/genesis/586291-the-lion-king
931482,Medal of Honor: Airborne,xbox360,X360,3.52,3.23,14.71,/xbox360/931482-medal-of-honor-airborne
168657,Shenmue III,ps4,PS4,3.52,2.82,36.27,/ps4/168657-shenmue-iii
562456,Def Jam Vendetta,ps2,PS2,3.52,2.95,19.50,/ps2/562456-def-jam-vendetta
562826,Clockwork Knight,saturn,SAT,3.52,2.83,6.64,/saturn/562826-clockwork-knight
938358,Star Wars: The Force Unleashed,ds,DS,3.52,2.86,14.20,/ds/938358-star-wars-the-force-unleashed
946604,Splatterhouse,ps3,PS3,3.52,3.22,18.61,/ps3/946604-splatterhouse
588437,Lemmings,snes,SNES,3.52,3.70,21.70,/snes/588437-lemmings
693051,Sorcery Saga: The Curse of the Great Curry God,vita,VITA,3.52,2.95,38.00,/vita/693051-sorcery-saga-the-curse-of-the-great-curry-god
195494,Hey! Pikmin,3ds,3DS,3.52,2.64,17.00,/3ds/195494-hey-pikmin
578298,B-Wings,nes,NES,3.52,3.53,5.22,/nes/578298-b-wings
957701,Need for Speed: Shift,psp,PSP,3.52,3.13,25.98,/psp/957701-need-for-speed-shift
675410,Resident Evil: The Umbrella Chronicles,ps3,PS3,3.52,3.36,16.16,/ps3/675410-resident-evil-the-umbrella-chronicles
805623,Devil's Third,wii-u,WIIU,3.52,3.58,21.13,/wii-u/805623-devils-third
205487,GreedFall,ps4,PS4,3.52,3.01,50.86,/ps4/205487-greedfall
943248,Valhalla Knights 2,psp,PSP,3.52,3.73,53.60,/psp/943248-valhalla-knights-2
209374,Dead by Daylight,ps4,PS4,3.52,3.46,70.62,/ps4/209374-dead-by-daylight
197919,Micro Machines V3,ps,PS,3.52,3.15,23.56,/ps/197919-micro-machines-v3
943496,Hitman: Absolution,pc,PC,3.52,3.08,23.86,/pc/943496-hitman-absolution
168686,Beyond: Two Souls,ps4,PS4,3.52,2.05,16.15,/ps4/168686-beyond-two-souls
168599,Mass Effect: Andromeda,xboxone,XONE,3.52,2.81,63.24,/xboxone/168599-mass-effect-andromeda
471231,Tony Hawk's Pro Skater 2,gba,GBA,3.52,3.11,17.50,/gba/471231-tony-hawks-pro-skater-2
932508,Rayman Raving Rabbids,ps2,PS2,3.52,2.84,19.25,/ps2/932508-rayman-raving-rabbids
198253,Pandemonium!,ps,PS,3.52,3.19,16.60,/ps/198253-pandemonium
197880,MDK2,dreamcast,DC,3.52,3.87,17.79,/dreamcast/197880-mdk2
935614,Final Fantasy XII: Revenant Wings,ds,DS,3.52,3.24,41.31,/ds/935614-final-fantasy-xii-revenant-wings
197261,Extreme-G,n64,N64,3.52,3.32,17.06,/n64/197261-extreme-g
192039,Sim Theme Park,pc,PC,3.51,2.71,28.06,/pc/192039-sim-theme-park
711440,The Evil Within,pc,PC,3.51,3.61,19.81,/pc/711440-the-evil-within
930034,Armored Core 4,ps3,PS3,3.51,3.43,26.44,/ps3/930034-armored-core-4
198309,Pokemon Pinball,gbc,GBC,3.51,3.09,26.30,/gbc/198309-pokemon-pinball
563411,Excitebike,nes,NES,3.51,2.93,8.52,/nes/563411-excitebike
625993,Spiral Knights,pc,PC,3.51,3.02,77.46,/pc/625993-spiral-knights
940049,Afro Samurai,xbox360,X360,3.51,3.35,14.27,/xbox360/940049-afro-samurai
933054,Contra,xbox360,X360,3.51,4.05,6.25,/xbox360/933054-contra
196844,Bushido Blade,ps,PS,3.51,3.26,13.28,/ps/196844-bushido-blade
619502,LEGO Star Wars III: The Clone Wars,3ds,3DS,3.51,2.11,21.34,/3ds/619502-lego-star-wars-iii-the-clone-wars
585867,Qix,gameboy,GB,3.51,3.49,8.25,/gameboy/585867-qix
960489,Crysis 2,pc,PC,3.51,3.03,15.71,/pc/960489-crysis-2
587059,1943: The Battle of Midway,nes,NES,3.51,3.85,10.26,/nes/587059-1943-the-battle-of-midway
929248,Ridge Racer 6,xbox360,X360,3.51,3.50,48.67,/xbox360/929248-ridge-racer-6
928291,Metroid Prime Pinball,ds,DS,3.51,3.19,11.35,/ds/928291-metroid-prime-pinball
630385,Mortal Kombat Arcade Kollection,ps3,PS3,3.51,4.09,13.35,/ps3/630385-mortal-kombat-arcade-kollection
935058,F.E.A.R.,ps3,PS3,3.51,3.13,14.69,/ps3/935058-fear
369876,Kirby Tilt 'n' Tumble,gbc,GBC,3.51,3.41,12.37,/gbc/369876-kirby-tilt-n-tumble
707263,Deadpool,pc,PC,3.51,2.94,13.03,/pc/707263-deadpool
913801,Command & Conquer: Renegade,pc,PC,3.51,3.06,23.19,/pc/913801-command-and-conquer-renegade
942016,echochrome,ps3,PS3,3.51,3.39,11.62,/ps3/942016-echochrome
582683,Metal Slug Advance,gba,GBA,3.51,3.87,11.06,/gba/582683-metal-slug-advance
367285,Tomb Raider: Chronicles,pc,PC,3.51,3.17,20.11,/pc/367285-tomb-raider-chronicles
516512,Mega Man X6,ps,PS,3.51,3.78,17.00,/ps/516512-mega-man-x6
728012,Max: The Curse of Brotherhood,xboxone,XONE,3.51,2.88,11.42,/xboxone/728012-max-the-curse-of-brotherhood
936843,Sid Meier's Pirates!,psp,PSP,3.51,2.75,32.70,/psp/936843-sid-meiers-pirates
584598,Breakout,atari2600,2600,3.51,3.24,6.36,/atari2600/584598-breakout
928296,Tony Hawk's American Wasteland,xbox360,X360,3.51,2.68,19.46,/xbox360/928296-tony-hawks-american-wasteland
998178,White Knight Chronicles: Origins,psp,PSP,3.51,2.82,36.47,/psp/998178-white-knight-chronicles-origins
885104,Just Cause 3,pc,PC,3.51,2.73,45.40,/pc/885104-just-cause-3
588728,Super Double Dragon,snes,SNES,3.51,3.35,5.77,/snes/588728-super-double-dragon
561420,The Lord of the Rings: The Two Towers,ps2,PS2,3.51,3.20,16.31,/ps2/561420-the-lord-of-the-rings-the-two-towers
942067,S.T.A.L.K.E.R.: Clear Sky,pc,PC,3.51,3.45,27.35,/pc/942067-stalker-clear-sky
562388,The Lord of the Rings: The Two Towers,gamecube,GC,3.51,3.14,16.15,/gamecube/562388-the-lord-of-the-rings-the-two-towers
938119,Transformers: Decepticons,ds,DS,3.51,3.10,19.11,/ds/938119-transformers-decepticons
688277,Ikachan,3ds,3DS,3.51,2.13,7.19,/3ds/688277-ikachan
673399,Dead Island: Riptide,xbox360,X360,3.51,3.11,33.29,/xbox360/673399-dead-island-riptide
932514,Project Sylpheed: Arc of Deception,xbox360,X360,3.51,3.41,21.26,/xbox360/932514-project-sylpheed-arc-of-deception
929131,Ghost Rider,ps2,PS2,3.51,2.86,22.38,/ps2/929131-ghost-rider
182951,EA Sports UFC 2,ps4,PS4,3.51,3.68,46.00,/ps4/182951-ea-sports-ufc-2
930035,Armored Core 4,xbox360,X360,3.51,3.56,29.94,/xbox360/930035-armored-core-4
583825,Galaxian,arcade,ARC,3.51,3.41,14.16,/arcade/583825-galaxian
934872,Prince of Persia: Rival Swords,wii,WII,3.51,3.02,17.66,/wii/934872-prince-of-persia-rival-swords
957925,Crystal Defenders,xbox360,X360,3.51,3.75,16.50,/xbox360/957925-crystal-defenders
619946,Galaga Legions DX,ps3,PS3,3.51,3.07,4.22,/ps3/619946-galaga-legions-dx
944982,The Incredible Hulk,xbox360,X360,3.51,2.83,19.43,/xbox360/944982-the-incredible-hulk
605254,Ratchet & Clank: All 4 One,ps3,PS3,3.51,2.66,21.58,/ps3/605254-ratchet-and-clank-all-4-one
921170,Advance Guardian Heroes,gba,GBA,3.51,3.37,17.85,/gba/921170-advance-guardian-heroes
588867,WWF Raw,snes,SNES,3.51,2.83,14.23,/snes/588867-wwf-raw
680024,Remember Me,pc,PC,3.51,2.87,14.64,/pc/680024-remember-me
675757,Total War: Rome II,pc,PC,3.51,3.06,61.15,/pc/675757-total-war-rome-ii
623294,Sonic the Hedgehog 4: Episode II,xbox360,X360,3.51,2.92,12.40,/xbox360/623294-sonic-the-hedgehog-4-episode-ii
943729,Lost Planet: Extreme Condition,ps3,PS3,3.51,3.21,17.65,/ps3/943729-lost-planet-extreme-condition
944930,Champions Online,pc,PC,3.51,2.78,76.21,/pc/944930-champions-online
914845,Dragon Ball Z: Budokai,gamecube,GC,3.51,2.98,23.41,/gamecube/914845-dragon-ball-z-budokai
930063,Brothers in Arms: Hell's Highway,ps3,PS3,3.51,3.31,20.63,/ps3/930063-brothers-in-arms-hells-highway
929409,Pokemon Ranger,ds,DS,3.51,3.00,27.11,/ds/929409-pokemon-ranger
716481,Need for Speed: Rivals,ps4,PS4,3.51,3.07,31.91,/ps4/716481-need-for-speed-rivals
198428,Ready 2 Rumble Boxing,dreamcast,DC,3.51,2.98,18.35,/dreamcast/198428-ready-2-rumble-boxing
952858,Ninja Blade,xbox360,X360,3.51,3.22,14.66,/xbox360/952858-ninja-blade
920920,Gothic 3,pc,PC,3.51,3.07,60.19,/pc/920920-gothic-3
934027,Chaos Wars,ps2,PS2,3.51,3.20,56.67,/ps2/934027-chaos-wars
563498,Sonic the Hedgehog Chaos,sms,SMS,3.51,2.70,5.93,/sms/563498-sonic-the-hedgehog-chaos
930069,Bomberman Ultra,ps3,PS3,3.51,2.83,12.60,/ps3/930069-bomberman-ultra
805613,Star Fox Zero,wii-u,WIIU,3.51,3.68,19.55,/wii-u/805613-star-fox-zero
545183,James Bond 007: Agent Under Fire,gamecube,GC,3.51,3.01,17.79,/gamecube/545183-james-bond-007-agent-under-fire
197123,Die Hard Trilogy,ps,PS,3.50,3.47,24.37,/ps/197123-die-hard-trilogy
480910,Star Wars: Racer Revenge,ps2,PS2,3.50,3.13,14.60,/ps2/480910-star-wars-racer-revenge
197206,Echo Night,ps,PS,3.50,3.14,13.39,/ps/197206-echo-night
589451,The Sims,gamecube,GC,3.50,2.66,43.74,/gamecube/589451-the-sims
929720,Sonic Riders,ps2,PS2,3.50,3.19,23.17,/ps2/929720-sonic-riders
927723,Call of Duty 2: Big Red One,gamecube,GC,3.50,3.03,15.18,/gamecube/927723-call-of-duty-2-big-red-one
939804,Need for Speed ProStreet,ps2,PS2,3.50,3.05,33.38,/ps2/939804-need-for-speed-prostreet
182632,Gran Turismo Sport,ps4,PS4,3.50,3.12,60.88,/ps4/182632-gran-turismo-sport
914713,Sonic Heroes,xbox,XBOX,3.50,2.96,31.06,/xbox/914713-sonic-heroes
944613,Perfect World International,pc,PC,3.50,3.19,73.13,/pc/944613-perfect-world-international
588056,Double Dragon,sms,SMS,3.50,3.28,8.46,/sms/588056-double-dragon
931283,Street Fighter II' Hyper Fighting,xbox360,X360,3.50,3.75,14.11,/xbox360/931283-street-fighter-ii-hyper-fighting
710566,Flipnote Studio 3D,3ds,3DS,3.50,2.44,19.25,/3ds/710566-flipnote-studio-3d
584689,Donkey Kong,atari2600,2600,3.50,2.94,4.54,/atari2600/584689-donkey-kong
954342,Final Fantasy Crystal Chronicles: Echoes of Time,wii,WII,3.50,2.95,31.36,/wii/954342-final-fantasy-crystal-chronicles-echoes-of-time
995050,F.E.A.R. 3,ps3,PS3,3.50,3.02,15.36,/ps3/995050-fear-3
551908,Mortal Kombat: Deadly Alliance,gamecube,GC,3.50,3.28,21.08,/gamecube/551908-mortal-kombat-deadly-alliance
938343,Madden NFL 08,xbox360,X360,3.50,2.51,26.39,/xbox360/938343-madden-nfl-08
935675,flOw,ps3,PS3,3.50,2.42,5.34,/ps3/935675-flow
772634,Assassin's Creed Unity,xboxone,XONE,3.50,3.10,43.86,/xboxone/772634-assassins-creed-unity
944315,Dragon Ball Z: Burst Limit,ps3,PS3,3.50,2.80,16.95,/ps3/944315-dragon-ball-z-burst-limit
552892,Postal 2,pc,PC,3.50,3.00,18.78,/pc/552892-postal-2
197064,Dead or Alive,ps,PS,3.50,3.14,17.74,/ps/197064-dead-or-alive
937101,Izuna: Legend of the Unemployed Ninja,ds,DS,3.50,3.71,25.45,/ds/937101-izuna-legend-of-the-unemployed-ninja
862488,Assassin's Creed Rogue,pc,PC,3.50,2.69,24.18,/pc/862488-assassins-creed-rogue
197708,Kartia: The Word of Fate,ps,PS,3.50,3.05,40.81,/ps/197708-kartia-the-word-of-fate
628145,Need for Speed: The Run,pc,PC,3.50,2.95,20.92,/pc/628145-need-for-speed-the-run
924872,Cold Fear,ps2,PS2,3.50,3.26,17.33,/ps2/924872-cold-fear
588786,Tetris 2,snes,SNES,3.50,3.14,12.70,/snes/588786-tetris-2
924066,LEGO Star Wars: The Video Game,gba,GBA,3.50,2.63,17.51,/gba/924066-lego-star-wars-the-video-game
638716,3D Classics: TwinBee,3ds,3DS,3.50,3.55,5.14,/3ds/638716-3d-classics-twinbee
941430,"Warhammer 40,000: Squad Command",psp,PSP,3.50,3.38,16.26,/psp/941430-warhammer-40000-squad-command
924449,Dirge of Cerberus: Final Fantasy VII,ps2,PS2,3.50,3.07,25.82,/ps2/924449-dirge-of-cerberus-final-fantasy-vii
197712,Kessen,ps2,PS2,3.50,3.21,35.20,/ps2/197712-kessen
472310,Blood Omen 2,ps2,PS2,3.50,3.00,19.72,/ps2/472310-blood-omen-2
730735,Assassin's Creed Liberation HD,ps3,PS3,3.50,2.81,22.99,/ps3/730735-assassins-creed-liberation-hd
178144,Fallout Shelter,android,AND,3.50,2.81,51.73,/android/178144-fallout-shelter
995177,Hyperdimension Neptunia,ps3,PS3,3.50,2.83,50.91,/ps3/995177-hyperdimension-neptunia
516505,Kameo: Elements of Power,xbox360,X360,3.50,2.81,19.34,/xbox360/516505-kameo-elements-of-power
177635,Gauntlet: Slayer Edition,ps4,PS4,3.50,3.32,21.51,/ps4/177635-gauntlet-slayer-edition
195920,Super Mario Run,android,AND,3.50,2.92,26.68,/android/195920-super-mario-run
656680,Realm of the Mad God,pc,PC,3.50,3.86,56.32,/pc/656680-realm-of-the-mad-god
932979,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,wii,WII,3.50,2.98,28.21,/wii/932979-dragon-quest-swords-the-masked-queen-and-the-tower-of
944401,Far Cry 2,ps3,PS3,3.50,3.31,38.03,/ps3/944401-far-cry-2
